symbol	alias
AIFM2	FLJ14497
AIFM2	PRG3
AIFM2	FSP1
AIFM2	AMID
AIFM3	AIFL
AIFM3	FLJ30473
AIG1	dJ95L4.1
AIG1	AIG-1
AIG1	FLJ10485
AIM2	PYHIN4
AIMP1	EMAPII
AIMP1	EMAP-2
AIMP1	p43
AIMP1	SCYE1
AIMP2	p38
AIMP2	PRO0992
AIMP2	JTV-1
AIMP2	JTV1
AIP	XAP2
AIP	ARA9
AIP	FKBP16
AIP	FKBP37
AIPL1	LCA4
AIRE	PGA1
AIRE	APS1
AIRE	APECED
AIRIM	FLJ20508
AIRIM	C1orf109
AJAP1	SHREW1
AJAP1	SHREW-1
AJAP1	MOT8
AJM1	ajm-1
AJM1	C9orf172
AJUBA	MGC15563
AJUBA	JUB
AK1	ADK
AK1	Adk1
AK3	AKL3L1
AK3	AK6
AK3	AK3L1
AK4	AK3
AK4	AK3L1
AK6	CINAP
AK7	FLJ32864
AK7	FAP75
AK7	CFAP75
AK8	FLJ32704
AK8	C9orf98
AK9	FLJ42177
AK9	FLJ25791
AK9	dJ70A9.1
AK9	MGC26954
AK9	C6orf224
AK9	AKD2
AK9	C6orf199
AK9	AKD1
AKAIN1	C18orf42
AKAP1	AKAP121
AKAP1	AKAP149
AKAP1	SAKAP84
AKAP1	S-AKAP84
AKAP1	AKAP84
AKAP1	D-AKAP1
AKAP1	PPP1R43
AKAP1	TDRD17
AKAP1	PRKA1
AKAP3	FSP95
AKAP3	SOB1
AKAP3	AKAP110
AKAP3	CT82
AKAP4	p82
AKAP4	hAKAP82
AKAP4	AKAP82
AKAP4	Fsc1
AKAP4	HI
AKAP4	CT99
AKAP5	AKAP75
AKAP5	AKAP79
AKAP6	KIAA0311
AKAP6	mAKAP
AKAP6	AKAP100
AKAP6	PRKA6
AKAP6	ADAP6
AKAP7	AKAP18
AKAP7	AKAP15
AKAP8	AKAP95
AKAP8	DKFZp586B1222
AKAP8L	NAKAP95
AKAP8L	HAP95
AKAP9	KIAA0803
AKAP9	AKAP350
AKAP9	AKAP450
AKAP9	CG-NAP
AKAP9	YOTIAO
AKAP9	HYPERION
AKAP9	PRKA9
AKAP9	MU-RMS-40.16A
AKAP9	PPP1R45
AKAP9	LQT11
AKAP10	D-AKAP2
AKAP10	PRKA10
AKAP10	MGC9414
AKAP11	KIAA0629
AKAP11	AKAP220
AKAP11	PRKA11
AKAP11	FLJ11304
AKAP11	DKFZp781I12161
AKAP11	PPP1R44
AKAP12	AKAP250
AKAP12	SSeCKS
AKAP13	Ht31
AKAP13	BRX
AKAP13	AKAP-Lbc
AKAP13	c-lbc
AKAP13	PROTO-LB
AKAP13	HA-3
AKAP13	ARHGEF13
AKAP13	LBC
AKAP14	AKAP28
AKAP17A	XE7
AKAP17A	XE7Y
AKAP17A	DXYS155E
AKAP17A	MGC39904
AKAP17A	721P
AKAP17A	CCDC133
AKAP17A	CXYorf3
AKAP17A	SFRS17A
AKAP19	MGC13057
AKAP19	smAKAP
AKAP19	C2orf88
AKIP1	BCA3
AKIP1	C11orf17
AKIRIN1	FLJ12666
AKIRIN1	C1orf108
AKIRIN2	FLJ10342
AKIRIN2	dJ486L4.2
AKIRIN2	C6orf166
AKNA	KIAA1968
AKNAD1	MGC26989
AKNAD1	C1orf62
AKR1A1	ALR
AKR1A1	DD3
AKR1B1	AR
AKR1B1	ALDR1
AKR1B10	AKR1B12
AKR1B10	ARL-1
AKR1B10	HIS
AKR1B10	ARL1
AKR1B10	HSI
AKR1B10	ALDRLn
AKR1B10	AKR1B11
AKR1C1	DDH
AKR1C1	MBAB
AKR1C1	DD1
AKR1C1	HAKRC
AKR1C1	DDH1
AKR1C2	DD
AKR1C2	BABP
AKR1C2	DD2
AKR1C2	HAKRD
AKR1C2	MCDR2
AKR1C2	DDH2
AKR1C2	TDD
AKR1C3	KIAA0119
AKR1C3	DDX
AKR1C3	HAKRB
AKR1C3	PGFS
AKR1C3	HSD17B5
AKR1C4	DD4
AKR1C4	HAKRA
AKR1C4	C11
AKR1C4	3-alpha-HSD
AKR1C4	CDR
AKR1C4	MGC22581
AKR1C4	CHDR
AKR1C8	AKR1CL1
AKR1C8	AKR1C8P
AKR1D1	SRD5B1
AKR1E2	MGC10612
AKR1E2	HTSP1
AKR1E2	htAKR
AKR1E2	AKRDC1
AKR1E2	AKR1CL2
AKR7A2	AFAR
AKR7L	AFAR3
AKT1	RAC
AKT1	PKB
AKT1	PRKBA
AKT1	AKT
AKT1	RAC-alpha
AKT1S1	PRAS40
AKT1S1	MGC2865
AKT1S1	Lobe
AKT2	PKBβ
AKT3	PKBG
AKT3	RAC-gamma
AKT3	PRKBG
AKTIP	FLJ13258
AKTIP	FTS
ALAD	ALADH
ALAD	PBGS
ALAS1	ALAS-H
ALAS1	ALAS3
ALAS1	ALAS
ALAS2	ALAS-E
ALAS2	ASB
ALCAM	CD166
ALCAM	MEMD
ALDH1A1	RALDH1
ALDH1A1	PUMB1
ALDH1A1	ALDH1
ALDH1A2	RALDH2
ALDH1A3	RALDH3
ALDH1A3	ALDH6
ALDH1B1	ALDHX
ALDH1B1	ALDH5
ALDH1L1	10-fTHF
ALDH1L1	FDH
ALDH1L1	FTHFD
ALDH1L2	FLJ38508
ALDH1L2	mtFDH
ALDH3A1	ALDH3
ALDH3A2	FALDH
ALDH3A2	SLS
ALDH3A2	ALDH10
ALDH3B1	ALDH7
ALDH3B2	ALDH8
ALDH4A1	P5CDh
ALDH4A1	ALDH4
ALDH5A1	SSADH
ALDH5A1	SSDH
ALDH6A1	MMSDH
ALDH7A1	EPD
ALDH7A1	PDE
ALDH7A1	ATQ1
ALDH8A1	ALDH12
ALDH9A1	E3
ALDH9A1	ALDH7
ALDH9A1	ALDH4
ALDH9A1	ALDH9
ALDH16A1	MGC10204
ALDH18A1	P5CS
ALDH18A1	GSAS
ALDH18A1	PYCS
ALDH18A1	SPG9
ALG1	HMT-1
ALG1	HMAT1
ALG1	CDG1K
ALG1	Mat-1
ALG2	CDGIi
ALG2	FLJ14511
ALG2	hALPG2
ALG2	NET38
ALG2	CDG1I
ALG3	NOT56L
ALG3	Not56
ALG3	CDGS4
ALG3	D16Ertd36e
ALG5	bA421P11.2
ALG8	MGC2840
ALG9	DIBD1
ALG10	FLJ14751
ALG10	DIE2
ALG10	ALG10A
ALG10B	KCR1
ALG11	KIAA0266
ALG11	CDG1P
ALG12	ECM39
ALG12	CDG1G
ALG13	MDS031
ALG13	YGL047W
ALG13	FLJ23018
ALG13	TDRD13
ALG13	CDG1S
ALG13	GLT28D1
ALG13	CXorf45
ALG14	MGC19780
ALK	CD246
ALK	ALK1
ALKAL1	UNQ9433
ALKAL1	AUGB
ALKAL1	FAM150A
ALKAL2	AUGA
ALKAL2	FAM150B
ALKBH1	hABH
ALKBH1	alkB
ALKBH1	ABH
ALKBH1	ALKBH
ALKBH2	MGC90512
ALKBH2	ABH2
ALKBH3	DEPC-1
ALKBH4	FLJ20013
ALKBH5	FLJ20308
ALKBH5	OFOXD1
ALKBH6	MGC15677
ALKBH7	MGC10974
ALKBH7	SPATA11
ALKBH8	MGC10235
ALKBH8	TRM9
ALKBH8	TRMT9A
ALLC	ALC
ALMS1	KIAA0328
ALOX5	5-LOX
ALOX5AP	FLAP
ALOX12	12S-LOX
ALOX12B	12R-LOX
ALOX15	15-LOX-1
ALOX15B	15-LOX-2
ERVV-1	FLJ32214
ERVV-1	HERV-V1
ERVV-1	ENVV1
ERVV-2	ENVV2
ERVW-1	HERV-W
ERVW-1	HERV-W-ENV
ERVW-1	HERVW
ERVW-1	HERV-7q
ERVW-1	envW
ERVW-1	ERVWE1
ESAM	W117m
ESCO1	ESO1
ESCO1	EFO1
ESCO1	KIAA1911
ESCO2	EFO2
ESCO2	RBS
ESF1	bA526K24.1
ESF1	C20orf6
ESPL1	KIAA0165
ESPL1	ESP1
ESPL1	SEPA
ESPN	DFNB36
ESPNL	FLJ42568
ESR1	ER
ESR1	NR3A1
ESR1	Era
ESR1	ER-alpha
ESR1	ESR
ESR2	NR3A2
ESR2	Erb
ESR2	ER-beta
ESRP1	FLJ20171
ESRP1	RBM35A
ESRP2	FLJ21918
ESRP2	RBM35B
ESRRA	ERR1
ESRRA	ERRalpha
ESRRA	NR3B1
ESRRA	ERRa
ESRRA	ESRL1
ESRRB	ERR2
ESRRB	ERRbeta
ESRRB	NR3B2
ESRRB	ERRb
ESRRB	ESRL2
ESRRB	DFNB35
ESRRG	NR3B3
ESRRG	ERRg
ESRRG	ERR-gamma
ESS2	DGSI
ESS2	Es2el
ESS2	ES2
ESS2	DGS-H
ESS2	ESS-2
ESS2	bis1
ESS2	DGCR13
ESS2	DGCR14
ESX1	ESXR1
ESX1	ESX1L
ESYT1	MBC2
ESYT1	KIAA0747
ESYT1	FAM62A
ESYT2	KIAA1228
ESYT2	CHR2SYT
ESYT2	FAM62B
ESYT3	CHR3SYT
ESYT3	FAM62C
ETAA1	ETAA16
ETDB	LINC00633
ETF1	eRF1
ETF1	TB3-1
ETF1	RF1
ETF1	SUP45L1
ETF1	ERF1
ETF1	ERF
ETFA	GA2
ETFA	EMA
ETFA	MADD
ETFBKMT	DKFZp451L235
ETFBKMT	MGC50559
ETFBKMT	C12orf72
ETFBKMT	METTL20
ETFDH	ETFQO
ETFRF1	LYRM5
ETHE1	YF13H12
ETHE1	HSCO
ETNK1	EKI1
ETNK1	EKI
ETNK2	FLJ10761
ETNK2	EKI2
ETNPPL	AGXT2L1
ETS1	FLJ10768
ETS1	ETS-1
ETS1	EWSR2
ETV1	ER81
ETV2	ER71
ETV3	PE-1
ETV3L	FLJ16478
ETV4	E1A-F
ETV4	E1AF
ETV4	PEA3
ETV5	ERM
ETV6	TEL
ETV7	TEL2
ETV7	TEL-2
EVA1A	FLJ13391
EVA1A	TMEM166
EVA1A	FAM176A
EVA1B	FLJ10647
EVA1B	C1orf78
EVA1B	FAM176B
EVA1C	B18
EVA1C	PRED34
EVA1C	B19
EVA1C	C21orf64
EVA1C	C21orf63
EVA1C	FAM176C
EVC	DWF-1
EVC	EVC1
EVC2	LBN
EVI2A	EVDA
EVI2A	EVI2
EVI2B	D17S376
EVI2B	EVDB
EVI2B	CD361
EVI5	NB4S
EVL	RNB6
EVPL	EVPK
EWSR1	EWS
EXD1	MGC33637
EXD1	EXDL1
EXD2	FLJ10738
EXD2	C14orf114
EXD2	EXDL2
EXD3	LOC54932
EXD3	FLJ20433
EXD3	mut-7
EXD3	Nbr
EXO1	HEX1
EXO1	hExoI
EXO5	FLJ21144
EXO5	C1orf176
EXO5	DEM1
EXOC1	SEC3
EXOC1	FLJ10893
EXOC1	BM-102
EXOC1	Sec3p
EXOC1	SEC3L1
EXOC2	FLJ11026
EXOC2	Sec5
EXOC2	SEC5L1
EXOC3	Sec6
EXOC3	SEC6L1
EXOC3L1	FLJ35539
EXOC3L1	FLJ35587
EXOC3L1	EXOC3L
EXOC3L2	FLJ36147
EXOC3L2	XTP7
EXOC3L4	C14orf73
EXOC4	KIAA1699
EXOC4	MGC27170
EXOC4	SEC8
EXOC4	Sec8p
EXOC4	SEC8L1
EXOC5	SEC10
EXOC5	SEC10P
EXOC5	SEC10L1
EXOC6	SEC15L
EXOC6	FLJ1125
EXOC6	DKFZp761I2124
EXOC6	MGC33397
EXOC6	Sec15
EXOC6	EXOC6A
EXOC6	SEC15L1
EXOC6B	KIAA0919
EXOC6B	SEC15L2
EXOC6B	SEC15B
EXOC7	EXO70
EXOC7	KIAA1067
EXOC7	YJL085W
EXOC7	Exo70p
EXOC7	BLOM4
EXOC8	SEC84
EXOC8	EXO84
EXOC8	Exo84p
EXOG	ENGL-a
EXOG	ENGL
EXOG	ENGL-b
EXOG	ENDOGL1
EXOG	ENDOGL2
EXOSC1	hCsl4p
EXOSC1	Csl4p
EXOSC1	CSL4
EXOSC1	Ski4p
EXOSC1	SKI4
EXOSC1	CGI-108
EXOSC1	p13
EXOSC2	hRrp4p
EXOSC2	Rrp4p
EXOSC2	RRP4
EXOSC2	p7
EXOSC3	hRrp40p
EXOSC3	Rrp40p
EXOSC3	RRP40
EXOSC3	CGI-102
EXOSC3	p10
EXOSC3	hRrp-40
EXOSC4	hRrp41p
EXOSC4	FLJ20591
EXOSC4	Rrp41p
EXOSC4	RRP41
EXOSC4	RRP41A
EXOSC4	Ski6p
EXOSC4	SKI6
EXOSC4	p12A
EXOSC5	hRrp46p
EXOSC5	Rrp46p
EXOSC5	RRP46
EXOSC5	RRP41B
EXOSC5	MGC12901
EXOSC5	p12B
EXOSC6	MTR3
EXOSC6	hMtr3p
EXOSC6	Mtr3p
EXOSC6	EAP4
EXOSC6	p11
EXOSC7	hRrp42p
EXOSC7	Rrp42p
EXOSC7	RRP42
EXOSC7	EAP1
EXOSC7	KIAA0116
EXOSC7	p8
EXOSC8	OIP2
EXOSC8	RRP43
EXOSC8	bA421P11.3
EXOSC8	Rrp43p
EXOSC8	EAP2
EXOSC8	p9
EXOSC8	CIP3
EXOSC9	PM/Scl-75
EXOSC9	Rrp45p
EXOSC9	RRP45
EXOSC9	p5
EXOSC9	p6
EXOSC9	PMSCL1
EXOSC10	PM-Scl
EXOSC10	PM/Scl-100
EXOSC10	Rrp6p
EXOSC10	RRP6
EXOSC10	p2
EXOSC10	p3
EXOSC10	p4
EXOSC10	PMSCL2
EXPH5	SLAC2-B
EXT1	ttv
EXT1	LGCR
EXT1	LGS
EXT2	SOTV
EXTL1	EXTL
EXTL1	MGC70794
EXTL3	botv
EXTL3	REGR
EYA1	BOR
EYA2	EAB1
EYA3	DKFZp686C132
EYA4	DFNA10
EYA4	CMD1J
EYS	dJ1018A4.2
EYS	bA166P24.2
EYS	SPAM
EYS	bA307F22.3
EYS	dJ303F19.1
EYS	bA74E24.1
EYS	C6orf180
EYS	EGFL11
EYS	RP25
EYS	EGFL10
EYS	C6orf178
EYS	C6orf179
EZH1	KIAA0388
EZH1	KMT6B
EZH2	EZH1
EZH2	ENX-1
EZH2	KMT6
EZH2	KMT6A
EZHIP	CATACOMB
EZHIP	CXorf67
EZR	VIL2
F2R	TR
F2R	CF2R
F2R	PAR1
F2R	PAR-1
F2RL1	PAR2
F2RL1	GPR11
F2RL2	PAR3
F2RL3	PAR4
F3	CD142
F3	TF
F5	fV
F8	FVIII
F8	DXS1253E
F8	HEMA
F8	F8C
F8A1	DXS522E
F8A1	F8A
F9	FIX
F10	fX
F11	FXI
F11R	PAM-1
F11R	JCAM
F11R	JAM-1
F11R	JAM-A
F11R	JAMA
F11R	CD321
F11R	JAM1
F13A1	F13A
F13B	FXIIIB
FA2H	FAAH
FA2H	FLJ25287
FA2H	FAXDC1
FA2H	SPG35
FAAH	FAAH-1
FAAH	FAAH1
FAAH2	RP11-479E16.1
FAAH2	FLJ31204
FAAH2	FAAH-2
FAAH2	AMDD
FAAP20	FLJ31031
FAAP20	C1orf86
FAAP24	FLJ46828
FAAP24	MGC32020
FAAP24	C19orf40
FAAP100	FLJ22175
FAAP100	C17orf70
FABP1	L-FABP
FABP2	I-FABP
FABP3	H-FABP
FABP3	O-FABP
FABP3	MDGI
FABP3	FABP11
FABP4	A-FABP
FABP4	aP2
FABP5	E-FABP
FABP5	PA-FABP
FABP5	KFABP
FABP6	I-15P
FABP6	ILLBP
FABP6	I-BAP
FABP6	ILBP3
FABP6	I-BABP
FABP6	ILBP
FABP6	I-BALB
FABP7	B-FABP
FABP7	BLBP
FABP9	PERF
FABP9	T-FABP
FABP9	PERF15
FADD	MORT1
FADD	GIG3
FADS1	D5D
FADS1	FADSD5
FADS1	TU12
FADS1	FADS6
FADS1	LLCDL1
FADS2	FADSD6
FADS2	D6D
FADS2	TU13
FADS2	DES6
FADS2	SLL0262
FADS2	LLCDL2
FADS3	CYB5RP
FADS3	LLCDL3
FAF1	CGI-03
FAF1	hFAF1
FAF1	HFAF1s
FAF1	UBXD12
FAF1	UBXN3A
FAF2	ETEA
FAF2	KIAA0887
FAF2	UBXN3B
FAF2	UBXD8
FAHD1	DKFZP566J2046
FAHD1	C16orf36
FAHD2A	CGI-105
FAHD2B	DKFZp434N062
FAIM	FLJ10582
FAIM	FAIM1
FAIM2	KIAA0950
FAIM2	LFG
FAIM2	NMP35
FAIM2	LIFEGUARD
FAIM2	TMBIM2
FAIM2	LFG2
FAM3A	DXS560S
FAM3A	2-19
FAM3A	XAP-7
FAM3B	D21M16SJHU19e
FAM3B	PRED44
FAM3B	2-21
FAM3B	ORF9
FAM3B	C21orf76
FAM3B	PANDER
FAM3B	C21orf11
FAM3C	GS3876
FAM3C	ILEI
FAM3D	EF7
FAM3D	OIT1
FAM8A1	AHCP
FAM9A	TEX39A
FAM9B	TEX39B
FAM9C	TEX39C
FAM13A	KIAA0914
FAM13A	ARHGAP48
FAM13A	FAM13A1
FAM13B	N61
FAM13B	KHCHP
FAM13B	ARHGAP49
FAM13B	C5orf5
FAM13B	FAM13B1
FAM13C	FAM13C1
FAM20A	DKFZp434F2322
FAM20B	KIAA0475
FAM20B	GXK1
FAM20C	IMAGE:4942737
FAM20C	DKFZp547D065
FAM20C	DMP4
FAM20C	G-CK
FAM24A	AC073585.4
FAM24B	MGC45962
FAM24B	AC073585.2
FAM25A	bA96C23.5
FAM25C	bA164N7.4
FAM25G	bA301J7.4
FAM32A	DKFZP586O0120
FAM32A	OTAG-12
FAM43A	FLJ90022
FAM43B	FLJ44952
FAM47A	MGC27003
FAM47B	FLJ35782
FAM47E	FLJ42946
FAM47E	LOC100129583
FAM50A	DXS9928E
FAM50A	XAP5
FAM50A	HXC-26
FAM50A	9F
FAM50B	D6S2654E
FAM50B	X5L
FAM53A	DNTNP
FAM53B	bA12J10.2
FAM53B	smp
FAM53B	KIAA0140
FAM53C	C5orf6
FAM72A	MGC57827
FAM72A	RP11-312O7.1
FAM72A	UGENE
FAM72A	LMPIP
FAM72A	p17
FAM72B	RP11-439A17.6
FAM72C	RP5-998N21.9
FAM76A	MGC34648
FAM76B	MGC33371
FAM78A	FLJ00024
FAM78A	C9orf59
FAM81A	MGC26690
FAM81B	FLJ25333
FAM86B1	MGC16279
FAM89A	MGC15887
FAM89A	C1orf153
FAM89B	MTVR1
FAM89B	LRAP25
FAM90A1	FLJ10408
FAM90A3	FAM90A3P
FAM90A5	FAM90A5P
FAM90A7	FAM90A7P
FAM90A8	FAM90A8P
FAM90A9	FAM90A9P
FAM90A10	FAM90A10P
FAM90A11	FAM90A11P
FAM90A12	FAM90A12P
FAM90A13	FAM90A13P
FAM90A14	FAM90A14P
FAM90A15	FAM90A15P
FAM90A16	FAM90A16P
FAM90A17	FAM90A17P
FAM90A18	FAM90A18P
FAM90A19	FAM90A19P
FAM90A20	FAM90A20P
FAM90A22	FAM90A22P
FAM90A23	FAM90A23P
FAM90A24	FAM90A24P
FAM90A26	FAM90A26P
FAM91A1	FLJ23790
FAM98A	DKFZP564F0522
FAM98B	FLJ38426
FAM98C	FLJ44669
FAM107A	DRR1
FAM107A	TU3A
FAM107B	FLJ45505
FAM107B	MGC11034
FAM107B	HITS
FAM107B	C10orf45
FAM110A	bA371L19.3
FAM110A	C20orf55
FAM110B	MGC39325
FAM110B	C8orf72
FAM110D	FLJ14050
FAM110D	GRRP1
FAM111A	FLJ22794
FAM111A	KIAA1895
FAM111B	CANP
FAM114A1	Noxp20
FAM114A2	133K02
FAM114A2	C5orf3
FAM117B	FLJ38771
FAM117B	ALS2CR13
FAM120A	KIAA0183
FAM120A	OSSA
FAM120A	C9orf10
FAM120AOS	C9orf10OS
FAM120B	PGCC1
FAM120B	CCPG
FAM120B	SAN1
FAM120B	KIAA1838
FAM120C	ORF34
FAM120C	FLJ20506
FAM120C	CXorf17
FAM124A	FLJ30707
FAM124B	FLJ22746
FAM131A	MGC21688
FAM131A	C3orf40
FAM131B	KIAA0773
FAM131C	FLJ36766
FAM131C	C1orf117
FAM133A	RP1-32F7.2
FAM133A	FLJ37659
FAM133A	CT115
FAM133B	MGC40405
FAM135A	FLJ20176
FAM135A	KIAA1411
FAM135B	C8ORFK32
FAM149A	DKFZP564J102
FAM149A	MST119
FAM149A	MSTP119
FAM149B1	KIAA0974
FAM151A	MGC27169
FAM151A	C1orf179
FAM151B	UNQ9217
FAM153A	NY-REN-7
FAM156A	PRO0659
FAM156A	TMEM29
FAM156B	TMEM29B
FAM161A	FLJ13305
FAM161A	RP28
FAM161B	FLJ31697
FAM161B	C14orf44
FAM162A	E2IG5
FAM162A	HGTD-P
FAM162A	C3orf28
FAM162B	bA86F4.2
FAM162B	C6orf189
FAM163A	MGC16664
FAM163A	NDSP
FAM163A	C1orf76
FAM163B	C9orf166
FAM167A	DIORA-1
FAM167A	C8orf13
FAM167B	MGC10820
FAM167B	DIORA-2
FAM167B	C1orf90
FAM168A	TCRP1
FAM168A	KIAA0280
FAM168B	KIAA0280L
FAM168B	MANI
FAM169A	KIAA0888
FAM169A	SLAP75
FAM169A	SLAP
FAM170A	ZNFD
FAM170B	AC084727.4
FAM170B	C10orf73
FAM171A1	FLJ12884
FAM171A1	APCN
FAM171A1	C10orf38
FAM171A2	MGC34829
FAM171B	FLJ34104
FAM171B	KIAA1946
FAM174A	UNQ1912
FAM174A	NS5ATP6
FAM174A	TMEM157
FAM174B	LOC400451
FAM174B	MGC102891
FAM174C	FLJ20640
FAM174C	C19orf24
FAM177A1	C14orf24
FAM177B	RP11-452F19.2
FAM177B	FLJ43505
FAM178B	LOC51252
FAM180A	HWKM1940
FAM180A	UNQ1940
FAM180B	LOC399888
FAM181A	C14orf152
FAM181B	LOC220382
FAM181B	MGC33846
FAM184A	FLJ13942
FAM184A	C6orf60
FAM184B	KIAA1276
FAM185A	MGC35361
FAM186A	LOC121006
FAM186B	DKFZP434J0113
FAM186B	C12orf25
FAM187B	FLJ25660
FAM187B	TMEM162
FAM193A	RES4-22
FAM193A	C4orf8
FAM193B	KIAA1931
FAM193B	FLJ10404
FAM193B	IRIZIO
FAM199X	CXorf39
FAM204A	FLJ13188
FAM204A	bA319I23.1
FAM204A	C10orf84
FAM209A	dJ1153D9.3
FAM209A	C20orf106
FAM209B	dJ1153D9.4
FAM209B	C20orf107
FAM216A	HSU79274
FAM216A	C12orf24
FAM216B	FLJ40919
FAM216B	C13orf30
FAM217A	MGC43581
FAM217A	C6orf146
FAM217B	dJ551D2.5
FAM217B	C20orf177
FAM219A	bA573M23.5
FAM219A	FLJ39031
FAM219A	C9orf25
FAM219B	FLJ00005
FAM219B	C15orf17
FAM220A	SIPAR
FAM220A	MGC12966
FAM220A	ACPIN1
FAM220A	C7orf70
FAM221A	FLJ45875
FAM221A	MGC72075
FAM221A	DKFZp686F0810
FAM221A	C7orf46
FAM221B	C9orf128
FAM222A	FLJ14721
FAM222A	C12orf34
FAM222B	FLJ10700
FAM222B	C17orf63
FAM227B	FLJ32800
FAM227B	C15orf33
FAM228A	FLJ30851
FAM228A	C2orf84
FAM229B	DKFZp586F0922
FAM229B	LOC619208
FAM229B	C6orf225
FAM234A	DKFZP761D0211
FAM234A	FLJ32603
FAM234A	C16orf9
FAM234A	ITFG3
FAM234B	KIAA1467
FAM236A	DMRTC1-AS1
FAM236A	LINC00684
FAM241A	FLJ39370
FAM241A	C4orf32
FAM241B	C10orf35
FAN1	KIAA1018
FAN1	MTMR15
FANCA	FAA
FANCA	FA-H
FANCA	FAH
FANCA	FACA
FANCA	FANCH
FANCB	FAB
FANCB	FLJ34064
FANCB	FAAP95
FANCC	FAC
FANCC	FA3
FANCC	FACC
FANCD2	FAD
FANCD2	FA-D2
FANCD2	FACD
FANCD2	FANCD
FANCD2OS	MGC40179
FANCD2OS	C3orf24
FANCE	FAE
FANCE	FACE
FANCF	FAF
FANCG	FAG
FANCG	XRCC9
FANCI	FLJ10719
FANCI	KIAA1794
FANCL	FLJ10335
FANCL	FAAP43
FANCL	Pog
FANCL	PHF9
FANCM	FAAP250
FANCM	KIAA1596
FAP	DPPIV
FAR1	FLJ22728
FAR1	SDR10E1
FAR1	MLSTD2
FAR2	FLJ10462
FAR2	SDR10E2
FAR2	MLSTD1
FARP1	CDEP
FARP1	PLEKHC2
FARP1	MGC87400
FARP1	PPP1R75
FARP1	GLCC1
FARP2	KIAA0793
FARP2	FIR
FARP2	PLEKHC3
FARP2	FRG
FARS2	dJ236A3.1
FARS2	mtPheRS
FARS2	FARS1
FARSA	CML33
FARSA	FARSL
FARSA	FARSLA
FARSB	PheHB
FARSB	FRSB
FARSB	FARSLB
FAS	CD95
FAS	APO-1
FAS	FAS1
FAS	APT1
FAS	TNFRSF6
FASLG	FasL
FASLG	CD178
FASLG	APT1LG1
FASLG	TNFSF6
FASN	FAS
FASN	SDR27X1
FASTK	FAST
FASTKD1	FLJ21901
FASTKD2	KIAA0971
FASTKD3	MGC5297
FASTKD3	FLJ23274
FASTKD5	FLJ13149
FAT1	CDHF7
FAT1	CDHR8
FAT1	FAT
FAT2	MEGF1
FAT2	CDHF8
FAT2	HFAT2
FAT2	CDHR9
FAT3	KIAA1989
FAT3	CDHF15
FAT3	CDHR10
FAT4	CDHF14
FAT4	FAT-J
FAT4	CDHR11
FATE1	FATE
FATE1	CT43
FAU	RPS30
FAU	FLJ22986
FAU	Fub1
FAU	Fubi
FAU	MNSFbeta
FAU	asr1
FAU	S30
FAU	eS30
FAXC	MGC2817
FAXC	dJ273F20
FAXC	C6orf168
FAXDC2	FLJ13758
FAXDC2	C5orf4
FBF1	FLJ00103
FBF1	FBF-1
FBF1	KIAA1863
FBF1	ALB
FBH1	FLJ14590
FBH1	Fbx18
FBH1	FBXO18
FBL	RNU3IP1
FBL	FLRN
FBL	FIB
FBL	Nop1
FBLIM1	FBLP-1
FBLIM1	CAL
FBLIM1	migfilin
FBLL1	LOC345630
FBLN1	FBLN
FBLN5	EVEC
FBLN5	UP50
FBLN5	DANCE
FBLN5	ARMD3
FBLN7	FLJ37440
FBLN7	TM14
FBN1	MASS
FBN1	OCTD
FBN1	SGS
FBN1	FBN
FBN1	MFS1
FBN1	WMS
FBN2	DA9
FBN2	CCA
FBN3	KIAA1776
FBP1	FBP
FBRS	FBS
FBRS	FLJ11618
FBRS	FBS1
FBRSL1	KIAA1545
FBXL2	FBL2
FBXL2	FBL3
FBXL3	FBL3
FBXL3	FBL3A
FBXL3	FBXL3A
FBXL4	FBL4
FBXL4	FBL5
FBXL5	FBL4
FBXL5	FBL5
FBXL5	FLR1
FBXL5	CC2D2A-AS1
FBXL6	FBL6
FBXL7	KIAA0840
FBXL7	FBL7
FBXL7	FBL6
FBXL8	Fbl8
FBXL12	FLJ20188
FBXL12	Fbl12
FBXL13	MGC21636
FBXL13	Fbl13
FBXL13	DRC6
FBXL13	CFAP169
FBXL14	MGC40195
FBXL14	Fbl14
FBXL15	MGC11279
FBXL15	Fbl15
FBXL15	FBXO37
FBXL16	MGC33974
FBXL16	Fbl16
FBXL16	C16orf22
FBXL17	DKFZP434C1715
FBXL17	Fbx13
FBXL17	Fbl17
FBXL17	FBXO13
FBXL18	FLJ11467
FBXL18	Fbl18
FBXL19	DKFZp434K0410
FBXL19	Fbl19
FBXL19	JHDM1C
FBXL19	CXXC11
FBXL20	MGC15482
FBXL20	Fbl2
FBXL20	Fbl20
FBXL22	Fbl22
FBXL22	FLJ39626
FBXO2	FBX2
FBXO2	Nfb42
FBXO2	Fbs1
FBXO2	Fbg1
FBXO2	OCP1
FBXO3	FBX3
FBXO3	FBA
FBXO4	FBX4
FBXO5	FBX5
FBXO5	Fbxo31
FBXO5	EMI1
FBXO6	FBX6
FBXO6	FBG2
FBXO6	FBS2
FBXO6	Fbx6b
FBXO7	FBX7
FBXO7	Fbx
FBXO7	PARK15
FBXO8	FBX8
FBXO8	FBS
FBXO9	FBX9
FBXO9	NY-REN-57
FBXO10	FBX10
